game_id,proposer_name,responder_name,proposer_idx,responder_idx,offer,decision,proposer_payoff,responder_payoff,proposer_age,proposer_gender,proposer_job,responder_age,responder_gender,responder_job,proposer_FS,proposer_GR,proposer_RA,proposer_SS,proposer_ST,responder_FS,responder_GR,responder_RA,responder_SS,responder_ST,proposer_tokens,responder_tokens,total_tokens,proposer_reasoning,responder_reasoning
131,Idan Aloni,Ava Thompson,24,89,40,accept,60,40,27,Female,Mechanical Engineer,26,Male,Journalist,0.48,0.42,0.63,0.31,0.79,0.8,0.28,0.46,0.72,0.58,389,396,785,"As a mechanical engineer, I approach this analytically. Research shows that offers below 30% are frequently rejected due to fairness concerns, even at personal cost. Given that Ava is a journalist from the USA, where fair treatment and social justice are valued principles, an offer perceived as too low could be rejected. A 40-60 split demonstrates respect and fairness while still securing a meaningful amount for myself. This maximizes my expected value by balancing self-interest with the high probability of acceptance.","While the split is not perfectly equal, $40 is a meaningful amount of money that I would be walking away with. Rejecting would leave me with nothing out of spite or principle, which seems irrational. A 40-60 split, though favoring Idan, is not so unfair that it warrants rejection. Getting $40 is better than getting $0."
132,Idan Aloni,Ava Thompson,24,89,40,accept,60,40,27,Female,Mechanical Engineer,26,Male,Journalist,0.48,0.42,0.63,0.31,0.79,0.8,0.28,0.46,0.72,0.58,399,421,820,"As a mechanical engineer, I approach this analytically. Research shows that offers below 30% are typically rejected due to fairness concerns, even at personal cost. Offering around 40% balances generosity with self-interest - it's fair enough to be accepted while maximizing my return. Given that Ava is a journalist from the USA, where fairness norms are strong, and we're similar in age and professional status, I should offer enough to seem equitable. $40 gives them a meaningful share while netting me $60.","While a 40-60 split isn't perfectly equal, $40 is a significant amount of money that I would be walking away from if I reject. Idan is keeping $20 more, which represents a moderately unequal split, but it's not extremely unfair. Rejecting would mean we both get nothing, which would be worse for me than accepting $40. From a practical standpoint, getting $40 is better than getting $0, even if the split isn't ideal."
133,Idan Aloni,Ava Thompson,24,89,30,accept,70,30,27,Female,Mechanical Engineer,26,Male,Journalist,0.48,0.42,0.63,0.31,0.79,0.8,0.28,0.46,0.72,0.58,388,439,827,"As a mechanical engineer, I approach this analytically. Research shows ultimatum game offers below 20-30% are frequently rejected due to fairness concerns. Ava is a journalist from the USA, likely values fairness and has cultural expectations of equitable treatment. A 70-30 split ($30 offer) is strategically optimal - it's above the rejection threshold, appears reasonable, and maximizes my earnings while ensuring acceptance. Going lower risks rejection and $0 for both of us.","While $30 is significantly less than half of $100, and the 70-30 split feels unfair, I need to consider that rejecting means I get nothing. From a purely rational economic perspective, $30 is better than $0. However, this offer is quite skewed - a 70-30 split is notably unequal. That said, getting $30 is still a tangible gain, and rejecting out of principle leaves me with nothing. As a journalist, I value fairness, but I also recognize the practical reality that some money is better than no money."
134,Idan Aloni,Ava Thompson,24,89,40,accept,60,40,27,Female,Mechanical Engineer,26,Male,Journalist,0.48,0.42,0.63,0.31,0.79,0.8,0.28,0.46,0.72,0.58,376,392,768,"As a mechanical engineer, I approach this analytically. Research shows that offers below 30% are frequently rejected due to fairness concerns, even at personal cost. Ava is a journalist from the USA, likely values fairness and has similar age/professional status to me. A 40-60 split demonstrates respect while maximizing my return. Offering $40 is fair enough to likely be accepted while securing $60 for myself.","While a 60-40 split isn't perfectly equal, $40 is a substantial amount of money and rejecting would mean I get nothing. The offer gives me 40% of the total, which is somewhat close to fair. Rejecting out of principle would hurt me financially more than accepting. From a practical standpoint, $40 is better than $0."
135,Idan Aloni,Ava Thompson,24,89,40,accept,60,40,27,Female,Mechanical Engineer,26,Male,Journalist,0.48,0.42,0.63,0.31,0.79,0.8,0.28,0.46,0.72,0.58,396,414,810,"As a mechanical engineer, I approach this analytically. Research shows that offers below 30% are frequently rejected due to fairness considerations, even at the cost of receiving nothing. Given that Ava is close to my age (26 vs 27) and a professional journalist, they likely value fairness and may reject lowball offers. A 40% offer ($40) is above the typical rejection threshold, demonstrates reasonable fairness, while still securing me the majority ($60). This balances maximizing my return with high probability of acceptance.","While a 40-60 split isn't perfectly equal, $40 is a significant amount of money that I would gain by accepting. Rejecting would leave me with nothing out of spite for an imperfect split. From a practical standpoint, getting $40 is better than getting $0. The split, though not equal, isn't so unfair that it warrants rejection - it's above the typical rejection threshold of around 30%. I'll accept this offer."
136,Talia Ben-Shahar,Daniel Cohen,32,1,35,accept,65,35,21,Female,Economics Student,28,Male,Software Engineer,0.58,0.47,0.37,0.63,0.71,0.63,0.41,0.53,0.37,0.72,371,441,812,"As an economics student, I understand the rational threshold is typically around 20-30% to avoid rejection. Given we're both from Israel and share cultural context, Daniel as a 28-year-old software engineer likely earns well and understands game theory. I'll offer $35 - generous enough to signal fairness and respect while securing $65 for myself. This is above the typical rejection threshold and shows good faith without being overly generous.","While $35 is less than an equal split, it's still a significant amount of money. Rejecting would leave me with $0, which is objectively worse than $35. The offer isn't extremely unfair (it's a 35-65 split, not something like 10-90), and as a software engineer I can appreciate the practical value of $35 over the principle of perfect equality. Talia is a student, possibly with limited income, though that doesn't fully justify the imbalance. However, getting something is better than getting nothing."
137,Talia Ben-Shahar,Daniel Cohen,32,1,30,accept,70,30,21,Female,Economics Student,28,Male,Software Engineer,0.58,0.47,0.37,0.63,0.71,0.63,0.41,0.53,0.37,0.72,440,461,901,"As an economics student, I understand the theoretical predictions versus empirical findings in the Ultimatum Game. Research shows that offers below 20-30% are often rejected due to fairness considerations and spite, even though rational self-interest would suggest accepting any positive offer. Given that Daniel is a 28-year-old software engineer (likely educated and earning well), he may have higher rejection thresholds for unfair offers. We're both from Israel, which creates some in-group dynamic. The modal offer in experimental settings is typically 40-50%, with offers around 30% having reasonable acceptance rates. To maximize my earnings while ensuring acceptance, I'll offer $30 (30%), keeping $70. This is above the typical rejection threshold while still capturing the majority of the surplus.","While the 30-70 split is unequal and seems unfair, accepting gives me $30 versus $0 if I reject. From a purely rational economic perspective, $30 is better than nothing. However, this offer is quite lopsided - a more reasonable split would be closer to 50-50 or at least 40-60. The offer feels like it's taking advantage of the game structure. That said, rejecting would be cutting off my nose to spite my face - I'd be punishing both of us just to make a point about fairness. As a software engineer, I think logically: $30 > $0."
138,Talia Ben-Shahar,Daniel Cohen,32,1,30,accept,70,30,21,Female,Economics Student,28,Male,Software Engineer,0.58,0.47,0.37,0.63,0.71,0.63,0.41,0.53,0.37,0.72,409,401,810,"As an economics student, I understand the game theory behind the Ultimatum Game. Studies show that offers below 20-30% are frequently rejected due to fairness considerations, even though rejection means both players get nothing. Given that Daniel is a 28-year-old software engineer (likely earning well) and we're both from Israel (sharing cultural context around fairness), I should offer enough to seem fair while maximizing my share. A 30-35% offer typically has high acceptance rates. I'll offer $30, which gives me $70 - a strong outcome that respects the fairness norm enough to likely be accepted.","While a 30-70 split is unequal, $30 is still a meaningful amount of money. Rejecting would give me $0 instead of $30, which doesn't benefit me financially. Although the offer seems unfair, accepting guarantees I walk away with something rather than nothing. From a purely rational economic standpoint, any positive amount is better than zero."
139,Talia Ben-Shahar,Daniel Cohen,32,1,40,accept,60,40,21,Female,Economics Student,28,Male,Software Engineer,0.58,0.47,0.37,0.63,0.71,0.63,0.41,0.53,0.37,0.72,393,416,809,"As an economics student, I understand the rational Nash equilibrium suggests offering minimal amounts, but behavioral economics shows people reject unfair offers even at personal cost. Given we're both from Israel and share cultural context, Daniel likely expects fairness. Software engineers typically earn well, so he won't be desperate for money and can afford to reject unfair offers on principle. A 60-40 split in my favor is reasonable - it gives me more while respecting his dignity and making rejection costly ($40 loss). This balances maximizing my gain with high acceptance probability.","While the split is not perfectly equal, $40 is a reasonable offer that gives me real value. Rejecting would leave me with nothing out of spite. As a software engineer, I think pragmatically - $40 is better than $0. The proposer likely kept more due to their role advantage, which is common in this game. An economics student would know that most responders reject offers below 30%, and this is well above that threshold."
140,Talia Ben-Shahar,Daniel Cohen,32,1,35,accept,65,35,21,Female,Economics Student,28,Male,Software Engineer,0.58,0.47,0.37,0.63,0.71,0.63,0.41,0.53,0.37,0.72,426,435,861,"As an economics student, I understand the game theory behind the Ultimatum Game. Research shows that offers below 20-30% are typically rejected due to fairness considerations, even though rejection means both players get nothing. Given that Daniel is a software engineer (likely analytical and familiar with game theory) and we're both from Israel (similar cultural context), I should offer enough to seem fair while maximizing my gain. A 30-70 split ($30 to him, $70 to me) is at the lower end of acceptability but still rational. However, to reduce rejection risk and account for cultural fairness norms, I'll offer $35, which is slightly above the minimum threshold and shows reasonable consideration.","While $35 is less than an equal split, it's still a significant amount of money. Rejecting would mean getting $0 instead of $35. From a purely rational economic perspective, $35 is better than nothing. Although the split favors Talia (65/35), and I might prefer a more equal distribution, rejecting would punish both of us. As a software engineer, I can appreciate the logical choice here - accepting a suboptimal but positive outcome is better than a principled rejection that leaves me with nothing."
141,Talia Ben-Shahar,Sarah Levy,32,14,30,accept,70,30,21,Female,Economics Student,31,Female,Product Manager,0.58,0.47,0.37,0.63,0.71,0.75,0.33,0.46,0.81,0.67,397,430,827,"As an economics student, I understand the game theory behind the Ultimatum Game. Sarah is a 31-year-old professional, likely rational and informed. Research shows offers below 20-30% are frequently rejected due to fairness concerns. Given we're both from Israel and she's more established in her career, I should make a reasonable offer. A 30-35% offer balances maximizing my return while minimizing rejection risk. I'll offer $30, which is a standard fair offer that respects her while securing $70 for myself.","While a 30-70 split is skewed in Talia's favor, $30 is still real money that I would benefit from receiving. Rejecting would leave me with nothing and would be purely punitive. As a product manager, I think pragmatically about outcomes - walking away with $30 is better than $0, even if the split feels unfair. Talia is a young economics student, so perhaps she's testing game theory principles, but that doesn't change my incentive structure."
142,Talia Ben-Shahar,Sarah Levy,32,14,35,accept,65,35,21,Female,Economics Student,31,Female,Product Manager,0.58,0.47,0.37,0.63,0.71,0.75,0.33,0.46,0.81,0.67,435,429,864,"As an economics student, I understand the game theory behind the Ultimatum Game. Research shows that offers below 20-30% are frequently rejected due to fairness considerations, even though rejection means both players get nothing. Given that Sarah is a 31-year-old product manager (likely more financially established than me as a student), she may have higher rejection thresholds for unfair offers. However, she's also likely rational and educated enough to accept a reasonable offer. In Israeli culture, there's a balance between directness and fairness. I'll offer $35, which is above the typical rejection threshold of 30%, shows respect, and still maximizes my gain at $65. This offer demonstrates fairness while being strategically sound.","While $35 is significantly less than an equal split, it's still a meaningful amount of money. Rejecting would mean getting nothing instead of $35. Although the split feels unfair (roughly 35/65), accepting guarantees me a positive outcome. As a product manager, I understand trade-offs - $35 is better than $0, even if it's not ideal. Talia is a young economics student who may be testing game theory principles, but practically speaking, I benefit more from accepting."
143,Talia Ben-Shahar,Sarah Levy,32,14,30,accept,70,30,21,Female,Economics Student,31,Female,Product Manager,0.58,0.47,0.37,0.63,0.71,0.75,0.33,0.46,0.81,0.67,410,422,832,"As an economics student, I understand the theoretical predictions versus actual behavior in the Ultimatum Game. Research shows people typically reject offers below 20-30% as unfair. Sarah is a 31-year-old product manager, likely financially stable and rational, but also sensitive to fairness norms. Being from the same country (Israel), we share cultural context where fairness is valued. A 30-35% offer balances maximizing my gain while ensuring acceptance. I'll offer $30 - it's a substantial amount that respects fairness principles while keeping $70 for myself.","While a 30-70 split is quite unequal, $30 is still a significant amount of money that I would gain. Rejecting would leave me with nothing out of spite, which doesn't benefit me financially. From a practical standpoint, getting $30 is better than getting $0, even though the split favors Talia considerably. As a product manager, I'm used to pragmatic decision-making - a guaranteed $30 is worth taking."
144,Talia Ben-Shahar,Sarah Levy,32,14,35,accept,65,35,21,Female,Economics Student,31,Female,Product Manager,0.58,0.47,0.37,0.63,0.71,0.75,0.33,0.46,0.81,0.67,402,431,833,"As an economics student, I understand the theoretical predictions of the Ultimatum Game. Research shows people typically reject offers below 20-30% as unfair. Given that Sarah is a 31-year-old professional product manager, she likely values fairness and has experience in negotiations. We're both from Israel, which might create some solidarity. A 30-40% offer balances maximizing my return while ensuring acceptance. I'll offer $35 - this is above the typical rejection threshold, shows respect for fairness norms, and still allows me to keep the larger share.","While $35 is less than a 50-50 split, it's still a meaningful amount of money. Rejecting would mean we both get nothing, which leaves me worse off than accepting. As a product manager, I think pragmatically about outcomes - $35 is better than $0. Though the split favors Talia significantly (65-35), accepting is the rational choice that maximizes my payoff. Rejecting out of principle would be emotionally satisfying but economically irrational."
145,Talia Ben-Shahar,Sarah Levy,32,14,30,accept,70,30,21,Female,Economics Student,31,Female,Product Manager,0.58,0.47,0.37,0.63,0.71,0.75,0.33,0.46,0.81,0.67,416,459,875,"As an economics student, I understand the game theory behind the Ultimatum Game. Research shows that offers below 20-30% are frequently rejected due to fairness considerations, even though rejection means both players get nothing. Sarah is a 31-year-old professional product manager, likely financially stable and concerned with fair treatment. Given we're both from Israel and there may be cultural expectations of fairness, I should offer enough to seem reasonable while maximizing my share. A 30-35% offer balances acceptance probability with my earnings. I'll offer $30, which is a psychologically meaningful amount that shows respect while keeping $70 for myself.","A 30-70 split is quite unequal and below the typical fairness threshold. However, $30 is still real money that I would lose if I reject. Given that Talia is a young economics student (21 years old), she may be testing game theory principles. While the offer feels unfair, rejecting means we both get nothing. From a purely rational economic standpoint, $30 is better than $0, but this offer is on the borderline of what's acceptable. Most people reject offers below 30% as unfair. Since this is exactly 30%, I'll accept, but it's not a generous offer."
146,Talia Ben-Shahar,Idan Aloni,32,24,30,reject,0,0,21,Female,Economics Student,27,Female,Mechanical Engineer,0.58,0.47,0.37,0.63,0.71,0.48,0.42,0.63,0.31,0.79,434,484,918,"As an economics student, I understand the theoretical and behavioral aspects of the Ultimatum Game. Research shows that offers below 20-30% are often rejected due to fairness concerns, even though rejection means both players get nothing. Given that Idan is a 27-year-old mechanical engineer (likely rational and financially stable) and we're both from Israel (sharing cultural context around fairness), I should offer enough to seem fair while maximizing my share. A 30-35% offer typically balances acceptance probability with personal gain. I'll offer $30, which gives me $70 - this is generous enough to avoid rejection while securing a good outcome for myself.","A $70-$30 split heavily favors Talia. This is quite unfair - she's taking more than twice what I would get. However, $30 is still real money versus $0 if I reject. As a mechanical engineer, I need to think rationally: getting $30 is objectively better than getting nothing, even though the split feels exploitative. But this offer is testing my threshold for accepting unfairness. A 70-30 split is beyond what most people consider acceptable in ultimatum games - typically offers below 60-40 get rejected frequently. I'm inclined to reject this on principle, as it seems Talia as an economics student should know better about fair divisions and is trying to take advantage."
147,Talia Ben-Shahar,Idan Aloni,32,24,30,accept,70,30,21,Female,Economics Student,27,Female,Mechanical Engineer,0.58,0.47,0.37,0.63,0.71,0.48,0.42,0.63,0.31,0.79,423,481,904,"As an economics student, I understand the game theory behind the Ultimatum Game. Studies show that offers below 20-30% are frequently rejected due to fairness concerns, even though rejection means both players get nothing. Given that Idan is a 27-year-old professional engineer, she likely has stable income and may reject unfair offers on principle. Israeli culture values directness and fairness. To maximize my earnings while ensuring acceptance, I'll offer $30 (30%), which is within the generally acceptable range and demonstrates respect for fairness norms. This gives me $70 while minimizing rejection risk.","While $70-$30 is not an equal split, I need to consider that $30 is still a meaningful amount of money. Talia is a 21-year-old economics student, so she may be testing game theory principles or may need the money as a student. Rejecting would leave me with $0 out of principle, but accepting gives me $30. From a purely rational economic perspective, $30 is better than $0. However, this is quite unbalanced - a 70-30 split feels unfair. Still, punishing an unfair offer by rejecting means I lose the $30. I'll accept because something is better than nothing, even though I'm not happy with the split."
148,Talia Ben-Shahar,Idan Aloni,32,24,30,reject,0,0,21,Female,Economics Student,27,Female,Mechanical Engineer,0.58,0.47,0.37,0.63,0.71,0.48,0.42,0.63,0.31,0.79,410,438,848,"As an economics student, I understand that offers below 20-30% are typically rejected due to fairness concerns and negative reciprocity. Given that Idan is a 27-year-old professional engineer, she likely values fairness and has some financial stability to reject unfair offers. To maximize my earnings while ensuring acceptance, I'll offer $30, which represents a 30-70 split. This is within the acceptable range shown in behavioral economics research, balances fairness with self-interest, and should be perceived as reasonable enough to accept.","This is a 30-70 split heavily in Talia's favor. While $30 is better than $0, this offer seems quite unfair - she's taking more than twice what I would get. As a mechanical engineer with a stable income, I'm not desperate for $30, and accepting such an unequal split would reward unfair behavior. The principle of fairness matters here, and this split doesn't reflect an equitable division. I'll reject to signal that such lopsided offers are unacceptable."
149,Talia Ben-Shahar,Idan Aloni,32,24,30,accept,70,30,21,Female,Economics Student,27,Female,Mechanical Engineer,0.58,0.47,0.37,0.63,0.71,0.48,0.42,0.63,0.31,0.79,440,402,842,"As an economics student, I understand the theoretical and experimental aspects of the Ultimatum Game. Research shows that offers below 20-30% are frequently rejected due to fairness considerations, even though rejection means getting nothing. Given that Idan is a 27-year-old mechanical engineer (likely rational and educated) and we're both from Israel (sharing cultural context around fairness), I should offer something perceived as reasonable. A 30-35% offer balances maximizing my return while minimizing rejection risk. I'll offer $30, which gives me $70 - this is above the typical rejection threshold and shows respect for fairness norms without being overly generous.","While $70-$30 is an unequal split, accepting $30 is better than getting $0 from rejection. As a mechanical engineer, I think practically - $30 has real value. Rejecting would be purely punitive and leave me with nothing. The split isn't generous, but it's above the threshold where rejection makes economic sense."
150,Talia Ben-Shahar,Idan Aloni,32,24,30,reject,0,0,21,Female,Economics Student,27,Female,Mechanical Engineer,0.58,0.47,0.37,0.63,0.71,0.48,0.42,0.63,0.31,0.79,412,466,878,"As an economics student, I understand the game theory behind the Ultimatum Game. Research shows that offers below 20-30% are frequently rejected due to fairness considerations, even though rejection means both players get nothing. Given that Idan is a 27-year-old professional engineer, she likely values fairness and has economic awareness. To maximize my gain while ensuring acceptance, I'll offer $30 (30%), which is at the lower boundary of typically acceptable offers. This leaves me with $70 while respecting the fairness threshold that makes rejection unlikely.","This is a 30-70 split heavily in Talia's favor. While $30 is better than $0, this offer is quite unfair - she's taking more than twice what I would get. As a mechanical engineer with a stable income, I'm not desperate for $30, and accepting such an unequal split would reward unfair behavior. The standard of fairness in ultimatum games suggests splits should be closer to 50-50, or at least 40-60. A 30-70 split is exploitative. I'll reject to signal that such unfair offers are unacceptable, even though it means we both get nothing."
151,Talia Ben-Shahar,Miriam Gold,32,49,30,accept,70,30,21,Female,Economics Student,29,Male,Translator,0.58,0.47,0.37,0.63,0.71,0.78,0.26,0.47,0.68,0.6,375,415,790,"As an economics student, I know the rational minimum offer is around 20-30% to avoid rejection. Given we're both from Israel and there's shared cultural context, I should be fair but strategic. A 30% offer ($30) is substantial enough to likely be accepted while maximizing my return at $70. This accounts for fairness norms and the risk that Miriam might reject if the offer seems too exploitative.","While $70/$30 is not an equal split, $30 is still a meaningful amount of money. Talia is a young economics student who may be testing game theory principles, but rejecting would leave us both with nothing. From a practical standpoint, $30 is better than $0. The split is somewhat unfair, but not so egregious that it's worth sacrificing the guaranteed money to punish the inequality."
152,Talia Ben-Shahar,Miriam Gold,32,49,40,accept,60,40,21,Female,Economics Student,29,Male,Translator,0.58,0.47,0.37,0.63,0.71,0.78,0.26,0.47,0.68,0.6,409,430,839,"As an economics student, I understand the game theory behind the Ultimatum Game. The classical rational minimum is around 20-30% to avoid rejection. Given that Miriam is a 29-year-old translator from Israel, likely educated and rational, offering too little risks rejection. However, people from collectivist cultures and those who value fairness tend to reject low offers more frequently. A 40% offer ($40) is substantial enough to be perceived as fair while maximizing my return at $60. This balances between economic rationality and social acceptability, reducing rejection risk significantly.","While a 60-40 split isn't perfectly equal, $40 is a substantial amount of money that I would be walking away from if I reject. Talia is keeping $20 more than me, which could be seen as somewhat unfair, but rejecting would mean I get nothing instead of $40. From a practical standpoint, $40 is better than $0, even if the split isn't ideal. The offer isn't insultingly low - it's reasonably close to fair."
153,Talia Ben-Shahar,Miriam Gold,32,49,30,accept,70,30,21,Female,Economics Student,29,Male,Translator,0.58,0.47,0.37,0.63,0.71,0.78,0.26,0.47,0.68,0.6,403,468,871,"As an economics student, I understand the game theory behind the Ultimatum Game. Research shows that offers below 20-30% are frequently rejected due to fairness considerations, even though rejection means both players get nothing. Given that Miriam and I are both from Israel and relatively close in age, cultural expectations of fairness likely matter. A 30-40% offer balances maximizing my return while minimizing rejection risk. I'll offer $30, which gives me $70 - a good outcome while being above the typical rejection threshold.","While a 30-70 split is unequal, $30 is still a meaningful amount of money. Rejecting would leave me with nothing and punish both of us. From a purely rational economic perspective, $30 is better than $0. However, this offer does seem quite unfair - a more equitable split would be closer to 50-50, or at minimum 40-60. As a fellow Israeli and someone closer in age, I would have expected Talia to propose something more reasonable. Still, rejecting out of principle means losing $30 with no benefit except sending a message. I'll accept, but this feels like taking advantage of the game structure."
154,Talia Ben-Shahar,Miriam Gold,32,49,30,accept,70,30,21,Female,Economics Student,29,Male,Translator,0.58,0.47,0.37,0.63,0.71,0.78,0.26,0.47,0.68,0.6,404,451,855,"As an economics student, I understand the rational choice in the Ultimatum Game involves balancing fairness with self-interest. Research shows offers below 20-30% are frequently rejected due to fairness concerns. Given we're both from Israel and likely share cultural norms around fairness, and Miriam is older and established professionally as a translator, I should offer a respectful amount. A 70-30 split ($30 offer) is above the typical rejection threshold while maximizing my gain. This shows respect for fairness norms without being overly generous.","While $30 is substantially less than an equal split, it's still a meaningful amount of money. Rejecting would leave me with nothing. From a purely economic standpoint, $30 is better than $0. However, this is quite an unfair split - Talia is taking more than twice what she's offering me. As a fellow Israeli and someone younger who is still a student, I might expect more consideration. Still, punishing her unfairness would also punish myself. I'll accept because getting $30 is pragmatically better than getting nothing, even though the offer feels inequitable."
155,Talia Ben-Shahar,Miriam Gold,32,49,30,accept,70,30,21,Female,Economics Student,29,Male,Translator,0.58,0.47,0.37,0.63,0.71,0.78,0.26,0.47,0.68,0.6,399,421,820,"As an economics student, I understand the game theory behind the Ultimatum Game. Research shows that offers below 20-30% are typically rejected due to fairness considerations, even though rejection means both players get nothing. Given that Miriam is from Israel like me, there may be shared cultural expectations around fairness. A 70-30 split ($30 offer) is reasonable - it's above the typical rejection threshold, demonstrates some fairness, while still maximizing my gain. This offer balances the risk of rejection against profit maximization.","While $30 is significantly less than half of $100, accepting still gives me a real gain of $30 versus $0 if I reject. A 30-70 split is unfair, but rejecting would be purely punitive and leave me worse off financially. As a translator, $30 has practical value to me. Though Talia's offer as an economics student should theoretically be more equitable, I'll prioritize the certain monetary gain."
156,Talia Ben-Shahar,Liam Johnson,32,3,35,accept,65,35,21,Female,Economics Student,22,Male,Student,0.58,0.47,0.37,0.63,0.71,0.42,0.67,0.31,0.18,0.46,425,400,825,"As an economics student, I understand the game theory behind the Ultimatum Game. Research shows that offers below 20-30% are frequently rejected due to fairness considerations, even though rejection means both players get nothing. Given that Liam is also a student (likely aware of fairness norms) and close to my age, I should offer enough to seem fair while maximizing my own payoff. A 30-70 split ($30 to him, $70 to me) is typically at the acceptance threshold, but to increase acceptance probability, I'll offer $35, which is above the minimum acceptable range and shows reasonable fairness while still giving me the majority.","While $35 is less than a 50-50 split, it's still a significant amount of money. Rejecting would mean getting $0 instead of $35. From a purely rational economic perspective, $35 is better than nothing. Though the split favors Talia, accepting guarantees me a positive outcome rather than leaving with nothing out of principle."
157,Talia Ben-Shahar,Liam Johnson,32,3,35,accept,65,35,21,Female,Economics Student,22,Male,Student,0.58,0.47,0.37,0.63,0.71,0.42,0.67,0.31,0.18,0.46,384,402,786,"As an economics student, I know the theoretical rational minimum is around $1, but behavioral economics shows people reject unfair offers due to inequality aversion. Cross-cultural studies indicate Americans typically reject offers below 30%. Given Liam is a student (likely budget-conscious) and similar age to me, I'll offer $35 - this is above the rejection threshold, shows fairness, while maximizing my return at $65. This balances game theory with behavioral realities.","While a 35-65 split is not equal, $35 is still a significant amount of money for a student. Rejecting would mean I get $0 instead of $35. The offer, though unfair, still provides me with real value. From a rational economic standpoint, getting $35 is better than getting nothing, even if Talia gets more."
158,Talia Ben-Shahar,Liam Johnson,32,3,30,accept,70,30,21,Female,Economics Student,22,Male,Student,0.58,0.47,0.37,0.63,0.71,0.42,0.67,0.31,0.18,0.46,410,398,808,"As an economics student, I understand the game theory behind the Ultimatum Game. Research shows offers below 20-30% are often rejected due to fairness concerns, even though rejection means both players get nothing. Liam is a fellow student from the USA, likely familiar with fairness norms. To maximize my gain while ensuring acceptance, I'll offer $30 (30%). This is within the commonly accepted range, shows respect for fairness principles, and leaves me with $70. Offering too little risks rejection and getting $0, while this amount balances self-interest with social acceptability.","While a 30-70 split is not equal, $30 is still a meaningful amount of money for a student. Rejecting would leave me with $0, which is worse than $30. From a purely rational economic perspective, any positive amount is better than nothing. Although the split feels unfair, accepting guarantees me $30 versus $0."
159,Talia Ben-Shahar,Liam Johnson,32,3,35,accept,65,35,21,Female,Economics Student,22,Male,Student,0.58,0.47,0.37,0.63,0.71,0.42,0.67,0.31,0.18,0.46,410,406,816,"As an economics student, I understand the theoretical prediction of rational self-interest versus empirical findings. Research shows most people reject offers below 20-30% as unfair. Given Liam is a fellow student (likely understands fairness norms) and we're from different countries (I should account for potential cultural differences in fairness expectations), I'll offer $35. This is above the typical rejection threshold, shows respect for fairness principles, while still securing a meaningful $65 for myself. American students in experiments typically accept offers around 30-40%, so $35 provides a safety margin.","While $35 is less than a 50-50 split, it's still a significant amount of money. Rejecting would mean I get nothing instead of $35. From a purely rational economic perspective, $35 is better than $0. Though the split favors Talia (65-35), accepting guarantees me a real gain rather than walking away empty-handed out of principle."
160,Talia Ben-Shahar,Liam Johnson,32,3,35,accept,65,35,21,Female,Economics Student,22,Male,Student,0.58,0.47,0.37,0.63,0.71,0.42,0.67,0.31,0.18,0.46,400,420,820,"As an economics student, I understand the theoretical prediction for the ultimatum game suggests offers of 40-50% are most commonly accepted. However, empirical data shows offers below 20-30% are often rejected due to fairness concerns. Given that Liam is also a student (similar socioeconomic position) and close in age, he likely values fairness. I'll offer $35, which is above the typical rejection threshold but allows me to keep the majority. This 35-65 split should be acceptable while maximizing my payoff.","While $65-$35 is not an equal split, $35 is still a significant amount of money that I would be walking away from if I reject. Talia is keeping more, but rejecting would mean I get nothing instead of $35. From a purely rational standpoint, $35 is better than $0. Though the split feels somewhat unfair, it's not extremely lopsided, and as a student myself, I can use the money."
161,Talia Ben-Shahar,Noah Williams,32,12,35,accept,65,35,21,Female,Economics Student,41,Female,Data Analyst,0.58,0.47,0.37,0.63,0.71,0.49,0.32,0.72,0.3,0.88,398,423,821,"As an economics student, I understand the game theory behind the Ultimatum Game. Research shows that offers below 20-30% are often rejected due to fairness concerns, even though rational self-interest would suggest accepting any positive offer. Given that Noah is a 41-year-old professional from the USA, she likely values fairness and has moderate expectations. I'll offer $35, which is above the typical rejection threshold (30%), demonstrates respect, and still allows me to keep the majority ($65). This balances maximizing my gain while maintaining a high probability of acceptance.","While $35 is less than an equal split, it's still a significant amount of real money. Rejecting would leave me with $0 instead of $35. From a purely rational economic perspective, $35 is better than nothing. Although the 35/65 split feels somewhat unfair, Talia is a young economics student who may need the money more, and accepting still gives me a meaningful gain. Rejecting out of principle would punish both of us."
162,Talia Ben-Shahar,Noah Williams,32,12,35,accept,65,35,21,Female,Economics Student,41,Female,Data Analyst,0.58,0.47,0.37,0.63,0.71,0.49,0.32,0.72,0.3,0.88,403,425,828,"As an economics student, I understand the game theory behind the Ultimatum Game. Research shows that offers below 20-30% are often rejected due to fairness considerations, even though rejection means both players get nothing. Given that Noah is a 41-year-old professional data analyst from the USA, she likely values fairness and has enough economic security to reject unfair offers on principle. I'll offer $35, which is 35% of the total - a reasonable amount that demonstrates fairness while still securing $65 for myself. This offer is above the typical rejection threshold and should be acceptable.","While $35 is less than a 50-50 split, it's still a significant amount of real money. Rejecting would leave me with $0 instead of $35. The offer isn't equitable, but from a purely rational economic standpoint, $35 is better than nothing. Talia is a young economics student, and this might be part of her coursework studying bargaining behavior. Though the split favors her considerably, accepting guarantees me a positive outcome."
